variant,gene,type,level of evidence,chemicals,phenotypes,Entry,Entry name,Protein names,Gene names,Protein families,Gene names  (primary ),rsID,gnomAD_AF,consequence,SequenceNumber,naa,oaa
rs4532,DRD1,Efficacy,3,lithium,Bipolar Disorder,P21728,DRD1_HUMAN,D(1A) dopamine receptor (Dopamine D1 receptor),DRD1,G-protein coupled receptor 1 family,DRD1,rs4532,0.28,5_prime_UTR_variant,,,
rs4532,DRD1,Toxicity,3,"dextroamphetamine,methylphenidate",Attention Deficit Disorder with Hyperactivity,P21728,DRD1_HUMAN,D(1A) dopamine receptor (Dopamine D1 receptor),DRD1,G-protein coupled receptor 1 family,DRD1,rs4532,0.28,5_prime_UTR_variant,,,
rs4532,DRD1,Other,3,nicotine,Tobacco Use Disorder,P21728,DRD1_HUMAN,D(1A) dopamine receptor (Dopamine D1 receptor),DRD1,G-protein coupled receptor 1 family,DRD1,rs4532,0.28,5_prime_UTR_variant,,,
rs2168631,DRD1,Efficacy,3,"bupropion,nicotine",,P21728,DRD1_HUMAN,D(1A) dopamine receptor (Dopamine D1 receptor),DRD1,G-protein coupled receptor 1 family,DRD1,rs2168631,0.212,upstream_gene_variant,,,
rs11749035,DRD1,Efficacy,3,"bupropion,nicotine",,P21728,DRD1_HUMAN,D(1A) dopamine receptor (Dopamine D1 receptor),DRD1,G-protein coupled receptor 1 family,DRD1,rs11749035,0.153,intergenic,,,
rs11746641,DRD1,Efficacy,3,"bupropion,nicotine",,P21728,DRD1_HUMAN,D(1A) dopamine receptor (Dopamine D1 receptor),DRD1,G-protein coupled receptor 1 family,DRD1,rs11746641,0.18,downstream,,,
rs265976,DRD1,Efficacy,3,clozapine,Schizophrenia,P21728,DRD1_HUMAN,D(1A) dopamine receptor (Dopamine D1 receptor),DRD1,G-protein coupled receptor 1 family,DRD1,rs265976,0.285,downstream,,,
rs686,DRD1,Other,3,nicotine,Tobacco Use Disorder,P21728,DRD1_HUMAN,D(1A) dopamine receptor (Dopamine D1 receptor),DRD1,G-protein coupled receptor 1 family,DRD1,rs686,0.423,3_prime_UTR_variant,,,
rs61767072,ADRA2C,Efficacy,3,bucindolol,Heart Failure,P18825,ADA2C_HUMAN,Alpha-2C adrenergic receptor (Alpha-2 adrenergic receptor subtype C4) (Alpha-2C adrenoreceptor) (Alpha-2C adrenoceptor) (Alpha-2CAR),ADRA2C ADRA2L2 ADRA2RL2,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRA2C sub-subfamily",ADRA2C,rs61767072,0.163,coding_sequence_variant,,,
rs1065776,P2RY1,Efficacy,3,aspirin,Myocardial Infarction,P47900,P2RY1_HUMAN,P2Y purinoceptor 1 (P2Y1) (ADP receptor) (Purinergic receptor),P2RY1,G-protein coupled receptor 1 family,P2RY1,rs1065776,0.084,"['synonymous', 'regulatory', 'upstream']",,,
rs2228079,ADORA1,Toxicity,3,aspirin,Asthma,P30542,AA1R_HUMAN,Adenosine receptor A1,ADORA1,G-protein coupled receptor 1 family,ADORA1,rs2228079,0.256,"['synonymous', 'upstream']",,,
rs16851030,ADORA1,Toxicity,3,aspirin,Asthma,P30542,AA1R_HUMAN,Adenosine receptor A1,ADORA1,G-protein coupled receptor 1 family,ADORA1,rs16851030,0.073,3_prime_UTR_variant,,,
rs1131882,TBXA2R,Toxicity,3,aspirin,Asthma,P21731,TA2R_HUMAN,Thromboxane A2 receptor (TXA2-R) (Prostanoid TP receptor),TBXA2R,G-protein coupled receptor 1 family,TBXA2R,rs1131882,0.146,synonymous,,,
rs1131882,TBXA2R,"Efficacy,Toxicity",3,aspirin,"Diabetes Mellitus, Type 2",P21731,TA2R_HUMAN,Thromboxane A2 receptor (TXA2-R) (Prostanoid TP receptor),TBXA2R,G-protein coupled receptor 1 family,TBXA2R,rs1131882,0.146,synonymous,,,
rs4523,TBXA2R,Efficacy,3,aspirin,,P21731,TA2R_HUMAN,Thromboxane A2 receptor (TXA2-R) (Prostanoid TP receptor),TBXA2R,G-protein coupled receptor 1 family,TBXA2R,rs4523,0.337,"['synonymous', 'downstream']",,,
rs2228478,MC1R,Efficacy,3,desipramine,"Depressive Disorder, Major",Q01726,MSHR_HUMAN,Melanocyte-stimulating hormone receptor (MSH-R) (Melanocortin receptor 1) (MC1-R),MC1R MSHR,G-protein coupled receptor 1 family,MC1R,rs2228478,0.209,"['synonymous', 'non_coding_exon,nc', 'synonymous', 'non_coding_exon,nc', 'upstream', 'downstream']",,,
rs242941,CRHR1,Efficacy,3,fluoxetine,"Anxiety Disorders,Depressive Disorder, Major",P34998,CRFR1_HUMAN,Corticotropin-releasing factor receptor 1 (CRF-R-1) (CRF-R1) (CRFR-1) (Corticotropin-releasing hormone receptor 1) (CRH-R-1) (CRH-R1),CRHR1 CRFR CRFR1 CRHR,G-protein coupled receptor 2 family,CRHR1,rs242941,0.386,"['intron', 'intron,nc']",,,
rs28364032,CRHR1,Efficacy,3,antidepressants,"Depressive Disorder, Major",P34998,CRFR1_HUMAN,Corticotropin-releasing factor receptor 1 (CRF-R-1) (CRF-R1) (CRFR-1) (Corticotropin-releasing hormone receptor 1) (CRH-R-1) (CRH-R1),CRHR1 CRFR CRFR1 CRHR,G-protein coupled receptor 2 family,CRHR1,rs28364032,0.076,3_prime_UTR_variant,,,
rs1876828,CRHR1,Efficacy,3,corticosteroids,Asthma,P34998,CRFR1_HUMAN,Corticotropin-releasing factor receptor 1 (CRF-R-1) (CRF-R1) (CRFR-1) (Corticotropin-releasing hormone receptor 1) (CRH-R-1) (CRH-R1),CRHR1 CRFR CRFR1 CRHR,G-protein coupled receptor 2 family,CRHR1,rs1876828,0.145,intron,,,
rs5186,AGTR1,"Efficacy,Toxicity",3,"Ace Inhibitors, Plain",Coronary Artery Disease,P30556,AGTR1_HUMAN,Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1),AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B,G-protein coupled receptor 1 family,AGTR1,rs5186,0.21,3_prime_UTR,,,
rs5186,AGTR1,Efficacy,3,candesartan,Heart Failure,P30556,AGTR1_HUMAN,Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1),AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B,G-protein coupled receptor 1 family,AGTR1,rs5186,0.21,3_prime_UTR,,,
rs5186,AGTR1,Efficacy,3,captopril,"Diabetes Mellitus, Type 2",P30556,AGTR1_HUMAN,Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1),AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B,G-protein coupled receptor 1 family,AGTR1,rs5186,0.21,3_prime_UTR,,,
rs5186,AGTR1,Efficacy,3,nitrendipine,Hypertension,P30556,AGTR1_HUMAN,Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1),AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B,G-protein coupled receptor 1 family,AGTR1,rs5186,0.21,3_prime_UTR,,,
rs5186,AGTR1,Efficacy,3,losartan,,P30556,AGTR1_HUMAN,Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1),AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B,G-protein coupled receptor 1 family,AGTR1,rs5186,0.21,3_prime_UTR,,,
rs5186,AGTR1,Efficacy,3,angiotensin II,,P30556,AGTR1_HUMAN,Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1),AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B,G-protein coupled receptor 1 family,AGTR1,rs5186,0.21,3_prime_UTR,,,
rs5186,AGTR1,Efficacy,3,perindopril,Hypertension,P30556,AGTR1_HUMAN,Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1),AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B,G-protein coupled receptor 1 family,AGTR1,rs5186,0.21,3_prime_UTR,,,
rs5186,AGTR1,Efficacy,3,losartan,Liver Cirrhosis,P30556,AGTR1_HUMAN,Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1),AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B,G-protein coupled receptor 1 family,AGTR1,rs5186,0.21,3_prime_UTR,,,
rs5186,AGTR1,Toxicity,3,"Thiazides, plain",,P30556,AGTR1_HUMAN,Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1),AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B,G-protein coupled receptor 1 family,AGTR1,rs5186,0.21,3_prime_UTR,,,
rs5186,AGTR1,Metabolism/PK,3,atorvastatin,,P30556,AGTR1_HUMAN,Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1),AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B,G-protein coupled receptor 1 family,AGTR1,rs5186,0.21,3_prime_UTR,,,
rs12721226,AGTR1,Efficacy,3,losartan,,P30556,AGTR1_HUMAN,Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1),AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B,G-protein coupled receptor 1 family,AGTR1,rs12721226,0.0,missense,163.0,T,A
rs5182,AGTR1,Toxicity,3,"Ace Inhibitors, Plain",Hypertension,P30556,AGTR1_HUMAN,Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1),AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B,G-protein coupled receptor 1 family,AGTR1,rs5182,0.403,synonymous,,,
rs5182,AGTR1,Efficacy,3,perindopril,Coronary Artery Disease,P30556,AGTR1_HUMAN,Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1),AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B,G-protein coupled receptor 1 family,AGTR1,rs5182,0.403,synonymous,,,
rs275651,AGTR1,Efficacy,3,perindopril,Coronary Artery Disease,P30556,AGTR1_HUMAN,Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1),AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B,G-protein coupled receptor 1 family,AGTR1,rs275651,0.205,upstream,,,
rs510769,OPRM1,Efficacy,3,amphetamine,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs510769,0.255,intron,,,
rs510769,OPRM1,Metabolism/PK,3,"cotinine,nicotine",,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs510769,0.255,intron,,,
rs510769,OPRM1,Toxicity,3,heroin,Heroin Dependence,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs510769,0.255,intron,,,
rs510769,OPRM1,Toxicity,3,opioids,Opioid-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs510769,0.255,intron,,,
rs2281617,OPRM1,Other,3,amphetamine,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs2281617,0.175,genic_downstream_transcript_variant,,,
rs544093,OPRM1,Toxicity,3,"carboplatin,docetaxel,paclitaxel",Ovarian Neoplasms,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs544093,0.109,intron,,,
rs9479757,OPRM1,Other,3,opioids,Opioid-Related Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs9479757,0.106,intron,,,
rs9479757,OPRM1,Dosage,3,heroin,Heroin Dependence,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs9479757,0.106,intron,,,
rs9479757,OPRM1,Toxicity,3,heroin,Heroin Dependence,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs9479757,0.106,intron,,,
rs6912029,OPRM1,Metabolism/PK,3,"cotinine,nicotine",,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs6912029,0.061,"['regulatory', 'intron']",,,
rs1074287,OPRM1,Metabolism/PK,3,"cotinine,nicotine",,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1074287,0.322,genic_upstream_transcript_variant,,,
rs1799971,OPRM1,Metabolism/PK,3,"cotinine,nicotine",,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Other,3,"Analgesics,Antiinflammatory agents, non-steroids,Ergot alkaloids,opioids,sumatriptan",Substance Withdrawal Syndrome,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Efficacy,3,"Opioid anesthetics,Other general anesthetics,volatile anesthetics",,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Efficacy,3,nicotine,Tobacco Use Disorder,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Dosage,3,nicotine,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,heroin,Heroin Dependence,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,"antidepressants,antipsychotics,benzodiazepine derivatives,opioids,Sympathomimetics","Heart Arrest,Overdose,Respiratory Insufficiency",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,cannabinoids,Marijuana Abuse,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,nicotine,Tobacco Use Disorder,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Other,3,nicotine,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Dosage,3,ethanol,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,tianeptine,"Depressive Disorder, Major,suicidal ideation",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,opioids,insomnia,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,opioids,"Erectile Dysfunction,Sexual Dysfunctions, Psychological",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,opioids,sedation,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,ethanol,Alcoholism,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Efficacy,3,naloxone,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Efficacy,3,alfentanil,Pain,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,alfentanil,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Metabolism/PK,3,alfentanil,Pain,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Dosage,3,alfentanil,Pain,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,"buprenorphine,fentanyl,tramadol","adverse events,Opioid-Related Disorders",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,fentanyl,somnolence,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Efficacy,3,fentanyl,Pain,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Dosage,3,fentanyl,"Pain,Pain, Postoperative",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,hydrocodone,"Constipation,dry mouth,Respiratory Insufficiency",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,morphine,"Pain, Postoperative,Pruritus",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Dosage,3,morphine,"Pain,Pain, Postoperative",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,morphine,Neonatal Abstinence Syndrome,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Dosage,3,codeine,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Efficacy,3,"acetaminophen,tramadol",neuropathic pain,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,opioids,"adverse events,Nausea,Vomiting",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Efficacy,3,opioids,"Pain, Postoperative",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Efficacy,3,oxycodone,,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,methadone,"Opioid-Related Disorders,Sleep Disorders",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Efficacy,3,oxycodone,"Pain,Pain, Postoperative",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,methadone,Neonatal Abstinence Syndrome,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Dosage,3,opioids,"Pain,Pain, Postoperative",P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,morphine,Sleep Apnea Syndromes,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
rs1799971,OPRM1,Toxicity,3,opioids,Sleep Disorders,P35372,OPRM_HUMAN,Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP),OPRM1 MOR1,G-protein coupled receptor 1 family,OPRM1,rs1799971,0.116,"['missense', 'regulatory']",133.0,D,N
